"","CO_UF","NO_UF","SGL_UF","CO_MESORREGIAO","DS_MESORREGIAO","CO_MICRORREGIAO","DS_MICRORREGIAO","CO_MUNICIPIO_P","CO_MUNICIPIO","NOME_MUNICIPIO.x","LATITUDE","LONGITUDE","NOME_MUNICIPIO.y","QTD"
"216","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","18859",3518859,"Guatapará","-21.4944","-48.0356","Guatapará",2
"217","35","São Paulo","SP","01","São José do Rio Preto","006","Auriflama","18909",3518909,"Guzolândia","-20.6467","-50.6645",,
"218","35","São Paulo","SP","09","Marília","037","Tupã","19006",3519006,"Herculândia","-22.0038","-50.3907",,
"219","35","São Paulo","SP","07","Campinas","032","Campinas","19055",3519055,"Holambra","-22.6405","-47.0487",,
"220","35","São Paulo","SP","07","Campinas","032","Campinas","19071",3519071,"Hortolândia","-22.8529","-47.2143","Hortolândia",1
"221","35","São Paulo","SP","04","Bauru","020","Bauru","19105",3519105,"Iacanga","-21.8896","-49.031",,
"222","35","São Paulo","SP","09","Marília","037","Tupã","19204",3519204,"Iacri","-21.8572","-50.6932",,
"223","35","São Paulo","SP","04","Bauru","022","Avaré","19253",3519253,"Iaras","-22.8682","-49.1634",,
"224","35","São Paulo","SP","05","Araraquara","025","São Carlos","19303",3519303,"Ibaté","-21.9584","-47.9882",,
"225","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","19402",3519402,"Ibirá","-21.083","-49.2448",,
"226","35","São Paulo","SP","10","Assis","039","Assis","19501",3519501,"Ibirarema","-22.8185","-50.0739","Ibirarema",2
"227","35","São Paulo","SP","05","Araraquara","024","Araraquara","19600",3519600,"Ibitinga","-21.7562","-48.8319",,
"228","35","São Paulo","SP","12","Macro Metropolitana Paulista","045","Piedade","19709",3519709,"Ibiúna","-23.6596","-47.223","Ibiúna",1
"229","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","19808",3519808,"Icém","-20.3391","-49.1915",,
"230","35","São Paulo","SP","10","Assis","039","Assis","19907",3519907,"Iepê","-22.6602","-51.0779",,
"231","35","São Paulo","SP","04","Bauru","021","Jaú","20004",3520004,"Igaraçu do Tietê","-22.509","-48.5597","Igaraçu do Tietê",6
"232","35","São Paulo","SP","02","Ribeirão Preto","011","Ituverava","20103",3520103,"Igarapava","-20.0407","-47.7466","Igarapava",2
"233","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","20202",3520202,"Igaratá","-23.2037","-46.157",,
"234","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","20301",3520301,"Iguape","-24.699","-47.5537","Iguape",1
"235","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","20426",3520426,"Ilha Comprida","-24.7307","-47.5383",,
"236","35","São Paulo","SP","03","Araçatuba","016","Andradina","20442",3520442,"Ilha Solteira","-20.4326","-51.3426",,
"237","35","São Paulo","SP","13","Vale do Paraíba Paulista","054","Caraguatatuba","20400",3520400,"Ilhabela","-23.7785","-45.3552",,
"238","35","São Paulo","SP","07","Campinas","032","Campinas","20509",3520509,"Indaiatuba","-23.0816","-47.2101","Indaiatuba",8
"239","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","20608",3520608,"Indiana","-22.1738","-51.2555","Indiana",3
"240","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","20707",3520707,"Indiaporã","-19.979","-50.2909",,
"241","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","20806",3520806,"Inúbia Paulista","-21.7695","-50.9633",,
"242","35","São Paulo","SP","10","Assis","040","Ourinhos","20905",3520905,"Ipaussu","-23.0575","-49.6279",,
"243","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","21002",3521002,"Iperó","-23.3513","-47.6927","Iperó",1
"244","35","São Paulo","SP","06","Piracicaba","026","Rio Claro","21101",3521101,"Ipeúna","-22.4355","-47.7151","Ipeúna",1
"245","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","21150",3521150,"Ipiguá","-20.6557","-49.3842",,
"246","35","São Paulo","SP","11","Itapetininga","044","Capão Bonito","21200",3521200,"Iporanga","-24.5847","-48.5971",,
"247","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","21309",3521309,"Ipuã","-20.4438","-48.0129",,
"248","35","São Paulo","SP","06","Piracicaba","027","Limeira","21408",3521408,"Iracemápolis","-22.5832","-47.523","Iracemápolis",1
"249","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","21507",3521507,"Irapuã","-21.2768","-49.4164",,
"250","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","21606",3521606,"Irapuru","-21.5684","-51.3472",,
"251","35","São Paulo","SP","11","Itapetininga","041","Itapeva","21705",3521705,"Itaberá","-23.8638","-49.14",,
"252","35","São Paulo","SP","04","Bauru","022","Avaré","21804",3521804,"Itaí","-23.4213","-49.092","Itaí",4
"253","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","21903",3521903,"Itajobi","-21.3123","-49.0629",,
"254","35","São Paulo","SP","04","Bauru","021","Jaú","22000",3522000,"Itaju","-21.9857","-48.8116",,
"255","35","São Paulo","SP","14","Litoral Sul Paulista","056","Itanhaém","22109",3522109,"Itanhaém","-24.1736","-46.788",,
"256","35","São Paulo","SP","11","Itapetininga","044","Capão Bonito","22158",3522158,"Itaoca","-24.6393","-48.8413",,
"257","35","São Paulo","SP","15","Metropolitana de São Paulo","060","Itapecerica da Serra","22208",3522208,"Itapecerica da Serra","-23.7161","-46.8572",,
"258","35","São Paulo","SP","11","Itapetininga","042","Itapetininga","22307",3522307,"Itapetininga","-23.5886","-48.0483","Itapetininga",6
"259","35","São Paulo","SP","11","Itapetininga","041","Itapeva","22406",3522406,"Itapeva","-23.9788","-48.8764","Itapeva",3
"260","35","São Paulo","SP","15","Metropolitana de São Paulo","057","Osasco","22505",3522505,"Itapevi","-23.5488","-46.9327",,
"261","35","São Paulo","SP","07","Campinas","031","Mogi Mirim","22604",3522604,"Itapira","-22.4357","-46.8224","Itapira",9
"262","35","São Paulo","SP","11","Itapetininga","044","Capão Bonito","22653",3522653,"Itapirapuã Paulista","-24.572","-49.1661",,
"263","35","São Paulo","SP","05","Araraquara","024","Araraquara","22703",3522703,"Itápolis","-21.5942","-48.8149",,
"264","35","São Paulo","SP","11","Itapetininga","041","Itapeva","22802",3522802,"Itaporanga","-23.7043","-49.4819","Itaporanga",2
"265","35","São Paulo","SP","04","Bauru","021","Jaú","22901",3522901,"Itapuí","-22.2324","-48.7197",,
"266","35","São Paulo","SP","03","Araçatuba","016","Andradina","23008",3523008,"Itapura","-20.6419","-51.5063",,
"267","35","São Paulo","SP","15","Metropolitana de São Paulo","062","Mogi das Cruzes","23107",3523107,"Itaquaquecetuba","-23.4835","-46.3457",,
"268","35","São Paulo","SP","11","Itapetininga","041","Itapeva","23206",3523206,"Itararé","-24.1085","-49.3352",,
"269","35","São Paulo","SP","14","Litoral Sul Paulista","056","Itanhaém","23305",3523305,"Itariri","-24.2834","-47.1736",,
"270","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","23404",3523404,"Itatiba","-23.0035","-46.8464",,
"271","35","São Paulo","SP","04","Bauru","022","Avaré","23503",3523503,"Itatinga","-23.1047","-48.6157","Itatinga",1
"272","35","São Paulo","SP","06","Piracicaba","026","Rio Claro","23602",3523602,"Itirapina","-22.2562","-47.8166",,
"273","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","23701",3523701,"Itirapuã","-20.6416","-47.2194",,
"274","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","23800",3523800,"Itobi","-21.7309","-46.9743","Itobi",1
"275","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","23909",3523909,"Itu","-23.2544","-47.2927","Itu",37
"276","35","São Paulo","SP","12","Macro Metropolitana Paulista","047","Jundiaí","24006",3524006,"Itupeva","-23.1526","-47.0593",,
"277","35","São Paulo","SP","02","Ribeirão Preto","011","Ituverava","24105",3524105,"Ituverava","-20.3355","-47.7902",,
"278","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","24204",3524204,"Jaborandi","-20.6884","-48.4112","Jaborandi",1
"279","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","24303",3524303,"Jaboticabal","-21.252","-48.3252","Jaboticabal",1
"280","35","São Paulo","SP","13","Vale do Paraíba Paulista","050","São José dos Campos","24402",3524402,"Jacareí","-23.2983","-45.9658","Jacareí",2
"281","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","24501",3524501,"Jaci","-20.8805","-49.5797",,
"282","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","24600",3524600,"Jacupiranga","-24.6963","-48.0064","Jacupiranga",1
"283","35","São Paulo","SP","07","Campinas","032","Campinas","24709",3524709,"Jaguariúna","-22.7037","-46.9851","Jaguariúna",8
"284","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","24808",3524808,"Jales","-20.2672","-50.5494",,
"285","35","São Paulo","SP","13","Vale do Paraíba Paulista","053","Paraibuna/Paraitinga","24907",3524907,"Jambeiro","-23.2522","-45.6942",,
"286","35","São Paulo","SP","15","Metropolitana de São Paulo","057","Osasco","25003",3525003,"Jandira","-23.5275","-46.9023",,
"287","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","25102",3525102,"Jardinópolis","-21.0176","-47.7606",,
"288","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","25201",3525201,"Jarinu","-23.1039","-46.728",,
"289","35","São Paulo","SP","04","Bauru","021","Jaú","25300",3525300,"Jaú","-22.2936","-48.5592",,
"290","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","25409",3525409,"Jeriquara","-20.3116","-47.5918",,
"291","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","25508",3525508,"Joanópolis","-22.927","-46.2741",,
"292","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","25607",3525607,"João Ramalho","-22.2473","-50.7694",,
"293","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","25706",3525706,"José Bonifácio","-21.0551","-49.6892","José Bonifácio",4
"294","35","São Paulo","SP","04","Bauru","019","Lins","25805",3525805,"Júlio Mesquita","-22.0112","-49.7873",,
"295","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","25854",3525854,"Jumirim","-23.0884","-47.7868","Jumirim",5
"296","35","São Paulo","SP","12","Macro Metropolitana Paulista","047","Jundiaí","25904",3525904,"Jundiaí","-23.1852","-46.8974","Jundiaí",13
"297","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","26001",3526001,"Junqueirópolis","-21.5103","-51.4342",,
"298","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","26100",3526100,"Juquiá","-24.3101","-47.6426",,
"299","35","São Paulo","SP","15","Metropolitana de São Paulo","060","Itapecerica da Serra","26209",3526209,"Juquitiba","-23.9244","-47.0653",,
"300","35","São Paulo","SP","13","Vale do Paraíba Paulista","053","Paraibuna/Paraitinga","26308",3526308,"Lagoinha","-23.0846","-45.1944","Lagoinha",1
"301","35","São Paulo","SP","11","Itapetininga","043","Tatuí","26407",3526407,"Laranjal Paulista","-23.0506","-47.8375","Laranjal Paulista",17
"302","35","São Paulo","SP","03","Araçatuba","017","Araçatuba","26506",3526506,"Lavínia","-21.1639","-51.0412",,
"303","35","São Paulo","SP","13","Vale do Paraíba Paulista","051","Guaratinguetá","26605",3526605,"Lavrinhas","-22.57","-44.9024",,
"304","35","São Paulo","SP","06","Piracicaba","027","Limeira","26704",3526704,"Leme","-22.1809","-47.3841","Leme",13
"305","35","São Paulo","SP","04","Bauru","020","Bauru","26803",3526803,"Lençóis Paulista","-22.6027","-48.8037",,
"306","35","São Paulo","SP","06","Piracicaba","027","Limeira","26902",3526902,"Limeira","-22.566","-47.397","Limeira",3
"307","35","São Paulo","SP","07","Campinas","033","Amparo","27009",3527009,"Lindóia","-22.5226","-46.65",,
"308","35","São Paulo","SP","04","Bauru","019","Lins","27108",3527108,"Lins","-21.6718","-49.7526",,
"309","35","São Paulo","SP","13","Vale do Paraíba Paulista","051","Guaratinguetá","27207",3527207,"Lorena","-22.7334","-45.1197","Lorena",1
"310","35","São Paulo","SP","03","Araçatuba","018","Birigui","27256",3527256,"Lourdes","-20.966","-50.2263",,
"311","35","São Paulo","SP","12","Macro Metropolitana Paulista","047","Jundiaí","27306",3527306,"Louveira","-23.0856","-46.9484",,
"312","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","27405",3527405,"Lucélia","-21.7182","-51.0215","Lucélia",1
"313","35","São Paulo","SP","04","Bauru","020","Bauru","27504",3527504,"Lucianópolis","-22.4294","-49.522",,
"314","35","São Paulo","SP","02","Ribeirão Preto","014","Ribeirão Preto","27603",3527603,"Luís Antônio","-21.55","-47.7801",,
"315","35","São Paulo","SP","03","Araçatuba","018","Birigui","27702",3527702,"Luiziânia","-21.6737","-50.3294",,
"316","35","São Paulo","SP","09","Marília","038","Marília","27801",3527801,"Lupércio","-22.4146","-49.818",,
"317","35","São Paulo","SP","10","Assis","039","Assis","27900",3527900,"Lutécia","-22.3384","-50.394",,
"318","35","São Paulo","SP","04","Bauru","021","Jaú","28007",3528007,"Macatuba","-22.5002","-48.7102","Macatuba",2
"319","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","28106",3528106,"Macaubal","-20.8022","-49.9687",,
"320","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","28205",3528205,"Macedônia","-20.1444","-50.1973",,
"321","35","São Paulo","SP","01","São José do Rio Preto","006","Auriflama","28304",3528304,"Magda","-20.6445","-50.2305",,
"322","35","São Paulo","SP","12","Macro Metropolitana Paulista","046","Sorocaba","28403",3528403,"Mairinque","-23.5398","-47.185",,
"323","35","São Paulo","SP","15","Metropolitana de São Paulo","058","Franco da Rocha","28502",3528502,"Mairiporã","-23.3171","-46.5897",,
"324","35","São Paulo","SP","10","Assis","040","Ourinhos","28601",3528601,"Manduri","-23.0056","-49.3202",,
"325","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","28700",3528700,"Marabá Paulista","-22.1068","-51.9617",,
"326","35","São Paulo","SP","10","Assis","039","Assis","28809",3528809,"Maracaí","-22.6149","-50.6713",,
"327","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","28858",3528858,"Marapoama","-21.2587","-49.13",,
"328","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","28908",3528908,"Mariápolis","-21.7959","-51.1824",,
"329","35","São Paulo","SP","09","Marília","038","Marília","29005",3529005,"Marília","-22.2171","-49.9501","Marília",1
"330","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","29104",3529104,"Marinópolis","-20.4389","-50.8254",,
"331","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","29203",3529203,"Martinópolis","-22.1462","-51.1709","Martinópolis",2
"332","35","São Paulo","SP","05","Araraquara","024","Araraquara","29302",3529302,"Matão","-21.6025","-48.364",,
"333","35","São Paulo","SP","15","Metropolitana de São Paulo","061","São Paulo","29401",3529401,"Mauá","-23.6677","-46.4613","Mauá",2
"334","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","29500",3529500,"Mendonça","-21.1757","-49.5791","Mendonça",6
"335","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","29609",3529609,"Meridiano","-20.3579","-50.1811",,
"336","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","29658",3529658,"Mesópolis","-19.9684","-50.6326",,
"337","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","29708",3529708,"Miguelópolis","-20.1796","-48.031",,
"338","35","São Paulo","SP","04","Bauru","021","Jaú","29807",3529807,"Mineiros do Tietê","-22.412","-48.451","Mineiros do Tietê",1
"339","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","30003",3530003,"Mira Estrela","-19.9789","-50.139",,
"340","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","29906",3529906,"Miracatu","-24.2766","-47.4625","Miracatu",1
"341","35","São Paulo","SP","03","Araçatuba","016","Andradina","30102",3530102,"Mirandópolis","-21.1313","-51.1035",,
"342","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","30201",3530201,"Mirante do Paranapanema","-22.2904","-51.9084",,
"343","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","30300",3530300,"Mirassol","-20.8169","-49.5206",,
"344","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","30409",3530409,"Mirassolândia","-20.6179","-49.4617",,
"345","35","São Paulo","SP","07","Campinas","030","São João da Boa Vista","30508",3530508,"Mococa","-21.4647","-47.0024","Mococa",5
"346","35","São Paulo","SP","15","Metropolitana de São Paulo","062","Mogi das Cruzes","30607",3530607,"Mogi das Cruzes","-23.5208","-46.1854","Mogi das Cruzes",1
"347","35","São Paulo","SP","07","Campinas","031","Mogi Mirim","30706",3530706,"Mogi Guaçu","-22.3675","-46.9428","Mogi Guaçu",4
"348","35","São Paulo","SP","07","Campinas","031","Mogi Mirim","30805",3530805,"Mogi Mirim","-22.4332","-46.9532","Mogi Mirim",2
"349","35","São Paulo","SP","06","Piracicaba","028","Piracicaba","30904",3530904,"Mombuca","-22.9285","-47.559",,
"350","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","31001",3531001,"Monções","-20.8509","-50.0975","Monções",1
"351","35","São Paulo","SP","14","Litoral Sul Paulista","056","Itanhaém","31100",3531100,"Mongaguá","-24.0809","-46.6265",,
"352","35","São Paulo","SP","07","Campinas","033","Amparo","31209",3531209,"Monte Alegre do Sul","-22.6817","-46.681",,
"353","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","31308",3531308,"Monte Alto","-21.2655","-48.4971",,
"354","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","31407",3531407,"Monte Aprazível","-20.768","-49.7184",,
"355","35","São Paulo","SP","02","Ribeirão Preto","013","Jaboticabal","31506",3531506,"Monte Azul Paulista","-20.9065","-48.6387",,
"356","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","31605",3531605,"Monte Castelo","-21.2981","-51.5679",,
"357","35","São Paulo","SP","07","Campinas","032","Campinas","31803",3531803,"Monte Mor","-22.945","-47.3122","Monte Mor",6
"358","35","São Paulo","SP","13","Vale do Paraíba Paulista","049","Campos do Jordão","31704",3531704,"Monteiro Lobato","-22.9544","-45.8407",,
"359","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","31902",3531902,"Morro Agudo","-20.7288","-48.0581","Morro Agudo",3
"360","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","32009",3532009,"Morungaba","-22.8811","-46.7896",,
"361","35","São Paulo","SP","05","Araraquara","024","Araraquara","32058",3532058,"Motuca","-21.5103","-48.1538",,
"362","35","São Paulo","SP","03","Araçatuba","016","Andradina","32108",3532108,"Murutinga do Sul","-20.9908","-51.2774",,
"363","35","São Paulo","SP","10","Assis","039","Assis","32157",3532157,"Nantes","-22.6156","-51.24",,
"364","35","São Paulo","SP","08","Presidente Prudente","036","Presidente Prudente","32207",3532207,"Narandiba","-22.4057","-51.5274",,
"365","35","São Paulo","SP","13","Vale do Paraíba Paulista","053","Paraibuna/Paraitinga","32306",3532306,"Natividade da Serra","-23.3707","-45.4468",,
"366","35","São Paulo","SP","12","Macro Metropolitana Paulista","048","Bragança Paulista","32405",3532405,"Nazaré Paulista","-23.1747","-46.3983",,
"367","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","32504",3532504,"Neves Paulista","-20.843","-49.6358",,
"368","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","32603",3532603,"Nhandeara","-20.6945","-50.0436",,
"369","35","São Paulo","SP","01","São José do Rio Preto","007","Nhandeara","32702",3532702,"Nipoã","-20.9114","-49.7833",,
"370","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","32801",3532801,"Nova Aliança","-21.0156","-49.4986",,
"371","35","São Paulo","SP","11","Itapetininga","041","Itapeva","32827",3532827,"Nova Campina","-24.1224","-48.9022",,
"372","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","32843",3532843,"Nova Canaã Paulista","-20.3836","-50.9483",,
"373","35","São Paulo","SP","01","São José do Rio Preto","006","Auriflama","32868",3532868,"Nova Castilho","-20.7615","-50.3477",,
"374","35","São Paulo","SP","05","Araraquara","024","Araraquara","32900",3532900,"Nova Europa","-21.7765","-48.5705",,
"375","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","33007",3533007,"Nova Granada","-20.5321","-49.3123",,
"376","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","33106",3533106,"Nova Guataporanga","-21.332","-51.6447",,
"377","35","São Paulo","SP","03","Araçatuba","016","Andradina","33205",3533205,"Nova Independência","-21.1026","-51.4905",,
"378","35","São Paulo","SP","01","São José do Rio Preto","006","Auriflama","33304",3533304,"Nova Luzitânia","-20.856","-50.2617",,
"379","35","São Paulo","SP","07","Campinas","032","Campinas","33403",3533403,"Nova Odessa","-22.7832","-47.2941",,
"380","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","33254",3533254,"Novais","-20.9893","-48.9141",,
"381","35","São Paulo","SP","01","São José do Rio Preto","008","Novo Horizonte","33502",3533502,"Novo Horizonte","-21.4651","-49.2234","Novo Horizonte",2
"382","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","33601",3533601,"Nuporanga","-20.7296","-47.7429",,
"383","35","São Paulo","SP","09","Marília","038","Marília","33700",3533700,"Ocauçu","-22.438","-49.922",,
"384","35","São Paulo","SP","10","Assis","040","Ourinhos","33809",3533809,"Óleo","-22.9435","-49.3419",,
"385","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","33908",3533908,"Olímpia","-20.7366","-48.9106",,
"386","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","34005",3534005,"Onda Verde","-20.6042","-49.2929",,
"387","35","São Paulo","SP","09","Marília","038","Marília","34104",3534104,"Oriente","-22.1549","-50.0971",,
"388","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","34203",3534203,"Orindiúva","-20.1861","-49.3464",,
"389","35","São Paulo","SP","02","Ribeirão Preto","010","São Joaquim da Barra","34302",3534302,"Orlândia","-20.7169","-47.8852",,
"390","35","São Paulo","SP","15","Metropolitana de São Paulo","057","Osasco","34401",3534401,"Osasco","-23.5324","-46.7916",,
"391","35","São Paulo","SP","09","Marília","038","Marília","34500",3534500,"Oscar Bressane","-22.3149","-50.2811",,
"392","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","34609",3534609,"Osvaldo Cruz","-21.7968","-50.8793",,
"393","35","São Paulo","SP","10","Assis","040","Ourinhos","34708",3534708,"Ourinhos","-22.9797","-49.8697","Ourinhos",20
"394","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","34807",3534807,"Ouro Verde","-21.4872","-51.7024","Ouro Verde",2
"395","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","34757",3534757,"Ouroeste","-20.0061","-50.3768",,
"396","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","34906",3534906,"Pacaembu","-21.5627","-51.2654",,
"397","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","35002",3535002,"Palestina","-20.39","-49.4309",,
"398","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","35101",3535101,"Palmares Paulista","-21.0854","-48.8037",,
"399","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","35200",3535200,"Palmeira d'Oeste","-20.4148","-50.7632",,
"400","35","São Paulo","SP","10","Assis","039","Assis","35309",3535309,"Palmital","-22.7858","-50.218","Palmital",3
"401","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","35408",3535408,"Panorama","-21.354","-51.8562","Panorama",82
"402","35","São Paulo","SP","10","Assis","039","Assis","35507",3535507,"Paraguaçu Paulista","-22.4114","-50.5732","Paraguaçu Paulista",2
"403","35","São Paulo","SP","13","Vale do Paraíba Paulista","053","Paraibuna/Paraitinga","35606",3535606,"Paraibuna","-23.3872","-45.6639","Paraibuna",4
"404","35","São Paulo","SP","01","São José do Rio Preto","005","Catanduva","35705",3535705,"Paraíso","-21.0159","-48.7761",,
"405","35","São Paulo","SP","04","Bauru","022","Avaré","35804",3535804,"Paranapanema","-23.3862","-48.7214",,
"406","35","São Paulo","SP","01","São José do Rio Preto","001","Jales","35903",3535903,"Paranapuã","-20.1048","-50.5886",,
"407","35","São Paulo","SP","08","Presidente Prudente","035","Adamantina","36000",3536000,"Parapuã","-21.7792","-50.7949","Parapuã",1
"408","35","São Paulo","SP","04","Bauru","023","Botucatu","36109",3536109,"Pardinho","-23.0841","-48.3679",,
"409","35","São Paulo","SP","14","Litoral Sul Paulista","055","Registro","36208",3536208,"Pariquera-Açu","-24.7147","-47.8742",,
"410","35","São Paulo","SP","01","São José do Rio Preto","003","Votuporanga","36257",3536257,"Parisi","-20.3034","-50.0163",,
"411","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","36307",3536307,"Patrocínio Paulista","-20.6384","-47.2801",,
"412","35","São Paulo","SP","08","Presidente Prudente","034","Dracena","36406",3536406,"Paulicéia","-21.3153","-51.8321","Paulicéia",20
"413","35","São Paulo","SP","07","Campinas","032","Campinas","36505",3536505,"Paulínia","-22.7542","-47.1488",,
"414","35","São Paulo","SP","04","Bauru","020","Bauru","36570",3536570,"Paulistânia","-22.5768","-49.4008",,
"415","35","São Paulo","SP","01","São José do Rio Preto","004","São José do Rio Preto","36604",3536604,"Paulo de Faria","-20.0296","-49.4","Paulo de Faria",1
"416","35","São Paulo","SP","04","Bauru","021","Jaú","36703",3536703,"Pederneiras","-22.3511","-48.7781","Pederneiras",6
"417","35","São Paulo","SP","07","Campinas","033","Amparo","36802",3536802,"Pedra Bela","-22.7902","-46.4455","Pedra Bela",4
"418","35","São Paulo","SP","01","São José do Rio Preto","002","Fernandópolis","36901",3536901,"Pedranópolis","-20.2474","-50.1129",,
"419","35","São Paulo","SP","02","Ribeirão Preto","012","Franca","37008",3537008,"Pedregulho","-20.2535","-47.4775",,
"420","35","São Paulo","SP","07","Campinas","032","Campinas","37107",3537107,"Pedreira","-22.7413","-46.8948","Pedreira",3
"421","35","São Paulo","SP","10","Assis","039","Assis","37156",3537156,"Pedrinhas Paulista","-22.8174","-50.7933",,
"422","35","São Paulo","SP","14","Litoral Sul Paulista","056","Itanhaém","37206",3537206,"Pedro de Toledo","-24.2764","-47.2354",,
"423","35","São Paulo","SP","03","Araçatuba","018","Birigui","37305",3537305,"Penápolis","-21.4148","-50.0769","Penápolis",23
"424","35","São Paulo","SP","03","Araçatuba","016","Andradina","37404",3537404,"Pereira Barreto","-20.6368","-51.1123","Pereira Barreto",1
"425","35","São Paulo","SP","11","Itapetininga","043","Tatuí","37503",3537503,"Pereiras","-23.0804","-47.972","Pereiras",3
"426","35","São Paulo","SP","14","Litoral Sul Paulista","056","Itanhaém","37602",3537602,"Peruíbe","-24.312","-47.0012",,
"427","35","São Paulo","SP","03","Araçatuba","018","Birigui","37701",3537701,"Piacatu","-21.5921","-50.6003",,
"428","35","São Paulo","SP","12","Macro Metropolitana Paulista","045","Piedade","37800",3537800,"Piedade","-23.7139","-47.4256","Piedade",3
"429","35","São Paulo","SP","12","Macro Metropolitana Paulista","045","Piedade","37909",3537909,"Pilar do Sul","-23.8077","-47.7222","Pilar do Sul",4
